game,who_won
325,d-red
326,d-red
327,d-red
328,d-yellow
329,d-yellow
330,tie
331,h-yellow
332,d-yellow
333,d-red
334,h-yellow
335,h-yellow
336,h-red
337,d-red
338,d-yellow
339,d-red
340,h-red
341,h-yellow
342,h-yellow
343,d-yellow
344,h-red
345,tie
346,h-yellow
347,d-yellow
348,h-yellow
349,v-red
350,h-red
351,h-yellow
352,d-yellow
353,d-yellow
354,h-yellow
355,h-red
356,h-red
357,d-red
358,d-yellow
359,h-red
360,h-yellow
361,h-yellow
362,h-yellow
363,d-yellow
364,h-red
365,d-red
366,h-red
367,d-yellow
368,tie
369,h-red
370,h-red
371,h-yellow
372,h-red
373,d-yellow
374,d-red
375,tie
376,h-yellow
377,h-red
378,d-red
379,h-red
380,d-red
381,h-red
382,h-red
383,h-red
384,h-red
385,v-red
386,d-yellow
387,tie
388,d-red
389,h-red
390,d-yellow
391,d-red
392,h-red
393,h-yellow
394,tie
395,d-red
396,h-red
397,h-yellow
398,v-red
399,h-red
400,h-red
401,d-red
402,h-yellow
403,d-yellow
404,d-yellow
405,h-yellow
406,d-red
407,v-yellow
408,v-red
409,h-yellow
410,h-yellow
411,d-red
412,d-red
413,v-red
414,d-yellow
415,h-red
416,h-red
417,d-red
418,h-yellow
419,tie
420,tie
421,d-red
422,h-yellow
423,d-red
424,h-yellow
425,h-red
426,h-yellow
427,v-yellow
428,d-red
429,d-red
430,h-yellow
431,h-red
432,h-red
433,d-yellow
434,h-red
435,h-yellow
436,h-yellow
437,h-red
438,h-yellow
439,d-red
440,d-red
441,h-red
442,d-red
443,h-red
444,d-yellow
445,d-yellow
446,h-red
447,d-red
448,v-yellow
449,h-yellow
450,d-yellow
451,d-red
452,h-yellow
453,d-red
454,h-yellow
455,h-yellow
456,d-red
457,h-yellow
458,h-red
459,h-yellow
460,h-yellow
461,d-yellow
462,h-yellow
463,h-red
464,h-red
465,d-yellow
466,h-red
467,h-yellow
468,d-red
469,h-red
470,h-red
471,d-yellow
472,d-yellow
473,h-red
474,d-yellow
475,d-yellow
476,h-red
477,d-yellow
478,d-yellow
479,d-yellow
480,h-yellow
481,h-yellow
482,d-yellow
483,h-red
484,tie
485,h-yellow
486,h-yellow
487,h-yellow
488,h-yellow
489,d-yellow
490,h-yellow
491,h-yellow
492,h-red
493,d-red
494,d-red
495,d-yellow
496,v-red
497,tie
498,d-red
499,v-red
500,h-yellow
501,h-red
502,h-yellow
503,tie
504,d-yellow
505,d-red
506,h-yellow
507,h-red
508,h-yellow
509,v-yellow
510,v-red
511,h-yellow
512,d-yellow
513,d-red
514,d-yellow
515,d-yellow
516,d-yellow
517,h-yellow
518,h-yellow
519,h-yellow
520,d-red
521,tie
522,tie
523,d-yellow
524,d-yellow
525,d-red
526,v-red
527,h-yellow
528,h-yellow
529,h-red
530,d-red
531,h-red
532,d-red
533,d-yellow
534,d-yellow
535,h-red
536,d-red
537,d-red
538,h-red
539,d-red
540,d-yellow
541,h-yellow
542,d-yellow
543,h-yellow
544,h-yellow
545,h-yellow
546,d-yellow
547,d-red
548,h-yellow
549,d-red
550,h-yellow
551,h-red
552,d-yellow
553,h-red
554,v-yellow
555,h-red
556,d-red
557,d-yellow
558,h-yellow
559,h-yellow
560,h-yellow
561,d-red
562,d-yellow
563,d-red
564,d-yellow
565,d-yellow
566,d-yellow
567,h-yellow
568,d-yellow
569,d-yellow
570,h-red
571,d-red
572,d-red
573,v-red
574,d-red
575,d-yellow
576,h-yellow
577,h-red
578,d-yellow
579,h-yellow
580,d-yellow
581,d-yellow
582,d-red
583,h-red
584,h-red
585,h-yellow
586,d-red
587,h-yellow
588,tie
589,h-yellow
590,h-yellow
591,d-red
592,d-yellow
593,d-red
594,d-red
595,d-red
596,h-red
597,h-yellow
598,v-red
599,d-yellow
600,d-red
601,d-yellow
602,h-red
603,v-red
604,v-yellow
605,d-yellow
606,d-yellow
607,v-yellow
608,tie
609,d-red
610,d-red
611,v-red
612,h-yellow
613,d-red
614,h-yellow
615,h-yellow
616,h-yellow
617,tie
618,h-yellow
619,d-yellow
620,h-red
621,h-yellow
622,v-yellow
623,d-yellow
624,d-red
625,h-red
626,tie
627,h-yellow
628,d-yellow
629,d-yellow
630,d-yellow
631,d-red
632,h-red
633,d-red
634,v-red
635,d-yellow
636,d-yellow
637,h-red
638,d-yellow
639,h-yellow
640,d-red
641,d-red
642,h-red
643,d-red
644,d-red
645,h-red
646,h-yellow
647,v-yellow
648,h-red
649,tie
650,h-yellow
651,d-red
652,d-red
653,d-yellow
654,d-red
655,d-red
656,d-yellow
657,d-red
658,h-red
659,h-red
660,h-yellow
661,d-red
662,v-yellow
663,h-yellow
664,h-yellow
665,d-yellow
666,d-red
667,tie
668,h-yellow
669,d-yellow
670,v-yellow
671,d-red
672,h-yellow
673,h-yellow
674,h-red
675,h-yellow
676,v-yellow
677,d-yellow
678,tie
679,d-red
680,d-red
681,h-red
682,tie
683,d-yellow
684,h-yellow
685,h-red
686,h-yellow
687,h-red
688,h-red
689,h-yellow
690,v-yellow
691,v-red
692,h-red
693,tie
694,h-yellow
695,h-yellow
696,h-red
697,h-red
698,d-red
699,d-red
700,d-red
701,h-yellow
702,h-red
703,h-yellow
704,d-red
705,h-yellow
706,d-red
707,v-yellow
708,h-red
709,v-red
710,d-yellow
711,d-yellow
712,h-red
713,h-red
714,d-yellow
715,h-yellow
716,h-red
717,d-yellow
718,d-red
719,v-yellow
720,h-red
721,h-yellow
722,v-yellow
723,d-yellow
724,d-red
725,h-red
726,tie
727,h-red
728,h-yellow
729,d-red
730,h-yellow
731,h-red
732,h-yellow
733,d-red
734,h-yellow
735,h-red
736,h-red
737,d-yellow
738,h-yellow
739,d-red
740,h-yellow
741,d-red
742,h-yellow
743,h-red
744,d-yellow
745,h-red
746,h-yellow
747,h-yellow
748,h-red
749,d-red
750,h-red
751,h-red
752,tie
753,d-red
754,d-yellow
755,h-yellow
756,h-yellow
757,h-red
758,d-red
759,h-yellow
760,d-red
761,h-red
762,h-yellow
763,h-yellow
764,d-yellow
765,h-yellow
766,d-red
767,d-yellow
768,h-red
769,h-yellow
770,d-yellow
771,v-yellow
772,d-yellow
773,d-yellow
774,v-yellow
775,h-yellow
776,d-yellow
777,h-red
778,h-red
779,h-red
780,h-yellow
781,d-yellow
782,h-yellow
783,h-yellow
784,h-yellow
785,h-yellow
786,h-yellow
787,h-yellow
788,h-yellow
789,tie
790,d-red
791,d-red
792,d-yellow
793,d-red
794,d-red
795,d-red
796,d-yellow
797,d-red
798,d-red
799,tie
800,h-yellow
801,h-yellow
802,h-yellow
803,d-yellow
804,h-yellow
805,d-yellow
806,tie
807,h-yellow
808,d-yellow
809,h-yellow
810,h-yellow
811,d-red
812,d-yellow
813,d-red
814,d-red
815,h-red
816,d-yellow
817,d-red
818,h-red
819,d-red
820,d-red
821,v-red
822,h-yellow
823,h-yellow
824,h-yellow
825,h-yellow
826,d-yellow
827,h-red
828,h-red
829,tie
830,h-red
831,h-yellow
832,h-yellow
833,tie
834,d-red
835,d-red
836,d-red
837,h-yellow
838,d-red
839,h-yellow
840,h-yellow
841,h-red
842,tie
843,h-red
844,d-red
845,tie
846,d-red
847,h-yellow
848,d-red
849,d-red
850,d-red
851,v-yellow
852,d-yellow
853,h-red
854,d-red
855,h-red
856,d-red
857,v-yellow
858,h-yellow
859,d-red
860,d-yellow
861,d-yellow
862,h-yellow
863,h-red
864,h-yellow
865,h-yellow
866,d-red
867,h-red
868,d-red
869,h-yellow
870,d-yellow
871,d-red
872,h-yellow
873,h-red
874,v-red
875,h-red
876,tie
877,h-red
878,h-red
879,v-yellow
880,h-red
881,d-yellow
882,h-yellow
883,h-red
884,d-red
885,h-red
886,h-red
887,h-red
888,d-yellow
889,h-red
890,d-yellow
891,h-red
892,tie
893,h-yellow
894,d-yellow
895,h-yellow
896,d-red
897,h-yellow
898,h-yellow
899,h-red
900,h-yellow
901,d-yellow
902,d-red
903,h-red
904,d-red
905,h-yellow
906,h-yellow
907,d-yellow
908,h-yellow
909,h-yellow
910,v-yellow
911,d-red
912,h-red
913,h-red
914,h-yellow
915,d-yellow
916,h-red
917,d-yellow
918,d-yellow
919,d-yellow
920,d-yellow
921,v-yellow
922,d-yellow
923,h-yellow
924,d-yellow
925,v-red
926,d-red
927,d-red
928,h-red
929,h-yellow
930,h-yellow
931,d-red
932,d-yellow
933,d-yellow
934,h-yellow
935,h-yellow
936,h-red
937,v-red
938,h-red
939,d-red
940,h-red
941,d-red
942,h-red
943,d-red
944,h-red
945,h-yellow
946,h-red
947,h-yellow
948,d-red
949,h-yellow
950,d-yellow
951,d-yellow
952,h-red
953,h-red
954,d-yellow
955,h-red
956,d-yellow
957,h-red
958,d-red
959,h-red
960,h-yellow
961,d-yellow
962,h-red
963,h-red
964,v-red
965,h-red
966,h-red
967,d-red
968,h-red
969,d-yellow
970,h-red
971,h-yellow
972,d-yellow
973,h-red
974,h-yellow
975,d-yellow
976,h-yellow
977,h-red
978,d-yellow
979,h-yellow
980,v-red
981,d-yellow
982,h-yellow
983,d-yellow
984,d-yellow
985,d-yellow
986,d-yellow
987,d-yellow
988,d-red
989,d-yellow
990,d-yellow
991,h-yellow
992,h-yellow
993,tie
994,h-yellow
995,h-yellow
996,d-red
997,h-yellow
998,d-red
999,h-red
1000,d-yellow
1001,h-red
1002,h-red
1003,d-red
1004,d-yellow
1005,d-yellow
1006,h-red
1007,h-yellow
1008,h-yellow
1009,h-red
1010,h-red
1011,h-red
1012,h-yellow
1013,h-yellow
1014,tie
1015,h-red
1016,h-red
1017,h-yellow
1018,h-red
1019,d-yellow
1020,d-red
1021,d-yellow
1022,h-yellow
1023,h-yellow
1024,h-red
1025,h-red
1026,d-yellow
1027,h-yellow
1028,h-yellow
1029,h-red
1030,d-red
1031,h-red
1032,d-yellow
1033,d-yellow
1034,h-red
1035,h-yellow
1036,h-red
1037,tie
1038,h-red
1039,d-red
1040,h-yellow
1041,h-yellow
1042,h-red
1043,v-yellow
1044,h-yellow
1045,h-red
1046,tie
1047,d-yellow
1048,h-red
1049,d-yellow
1050,v-yellow
1051,h-red
1052,h-yellow
1053,d-red
1054,d-yellow
1055,h-red
1056,d-yellow
1057,tie
1058,d-yellow
1059,d-yellow
1060,d-red
1061,h-red
1062,h-red
1063,h-yellow
1064,h-red
1065,d-yellow
1066,h-yellow
1067,d-yellow
1068,d-red
1069,d-red
1070,d-red
1071,d-red
1072,d-yellow
1073,h-red
1074,d-red
1075,h-red
1076,h-yellow
1077,h-yellow
1078,d-yellow
1079,h-red
1080,d-yellow
1081,d-red
1082,d-red
1083,d-yellow
1084,d-yellow
1085,v-yellow
1086,d-red
1087,d-yellow
1088,h-red
1089,d-red
1090,tie
1091,h-red
1092,h-yellow
1093,h-red
1094,d-yellow
1095,h-red
1096,h-yellow
1097,d-red
1098,h-yellow
1099,h-yellow
1100,d-yellow
1101,h-red
1102,h-yellow
1103,d-yellow
1104,d-red
1105,d-red
1106,d-yellow
1107,d-red
1108,h-red
1109,v-yellow
1110,d-red
1111,d-red
1112,v-yellow
1113,v-red
1114,tie
1115,d-yellow
1116,h-red
1117,d-red
1118,d-red
1119,v-yellow
1120,tie
1121,h-yellow
1122,h-yellow
1123,h-yellow
1124,v-yellow
1125,h-yellow
1126,h-yellow
1127,v-yellow
1128,h-yellow
1129,d-yellow
1130,d-yellow
1131,h-red
1132,h-yellow
1133,h-yellow
1134,v-red
1135,d-yellow
1136,v-red
1137,d-yellow
1138,d-yellow
1139,v-red
1140,d-red
1141,h-red
1142,h-yellow
1143,v-yellow
1144,v-yellow
1145,h-red
1146,tie
1147,h-yellow
1148,v-red
1149,h-red
1150,d-yellow
1151,d-red
1152,h-yellow
1153,h-yellow
1154,h-red
1155,d-yellow
1156,d-yellow
1157,v-red
1158,h-red
1159,v-yellow
1160,d-yellow
1161,h-red
1162,h-yellow
1163,h-red
1164,v-yellow
1165,h-red
1166,d-yellow
1167,h-yellow
1168,h-red
1169,d-yellow
1170,h-yellow
1171,tie
1172,d-red
1173,h-yellow
1174,v-yellow
1175,d-yellow
1176,d-red
1177,h-red
1178,h-yellow
1179,d-red
1180,h-red
1181,d-red
1182,h-yellow
1183,h-yellow
1184,h-red
1185,d-yellow
1186,d-yellow
1187,d-yellow
1188,h-red
1189,h-red
1190,d-red
1191,h-red
1192,v-red
1193,h-red
1194,h-yellow
1195,h-red
1196,h-red
1197,h-yellow
1198,h-yellow
1199,d-red
1200,h-yellow
1201,tie
1202,d-red
1203,d-red
1204,h-yellow
1205,d-yellow
1206,d-red
1207,h-yellow
1208,h-red
1209,d-red
1210,d-yellow
1211,d-yellow
1212,v-yellow
1213,v-red
1214,h-red
1215,d-yellow
1216,v-yellow
1217,h-red
1218,d-yellow
1219,h-yellow
1220,h-yellow
1221,h-red
1222,v-yellow
1223,h-red
1224,tie
1225,d-yellow
1226,d-yellow
1227,h-yellow
1228,h-yellow
1229,h-red
1230,h-red
1231,h-yellow
1232,h-red
1233,d-red
1234,d-yellow
1235,h-yellow
1236,d-red
1237,d-yellow
1238,d-red
1239,d-red
1240,d-yellow
1241,h-red
1242,d-yellow
1243,tie
1244,d-yellow
1245,tie
1246,h-red
1247,v-red
1248,h-red
1249,h-yellow
1250,v-red
1251,d-yellow
1252,tie
1253,d-red
1254,h-red
1255,h-yellow
1256,h-yellow
1257,d-yellow
1258,h-red
1259,d-yellow
1260,h-yellow
1261,d-yellow
1262,h-red
1263,v-red
1264,d-yellow
1265,h-red
1266,d-red
1267,h-yellow
1268,d-red
1269,h-yellow
1270,h-red
1271,h-red
1272,h-red
1273,h-red
1274,h-red
1275,h-red
1276,h-yellow
1277,d-yellow
1278,v-red
1279,tie
1280,d-red
1281,d-red
1282,h-red
1283,h-yellow
1284,h-yellow
1285,d-yellow
1286,h-yellow
1287,v-red
1288,h-yellow
1289,d-red
1290,d-yellow
1291,d-yellow
1292,d-yellow
1293,h-red
1294,h-yellow
1295,v-red
1296,d-red
1297,h-yellow
1298,h-yellow
1299,h-yellow
1300,d-red
1301,d-yellow
1302,h-yellow
1303,h-yellow
1304,h-yellow
1305,d-yellow
1306,h-yellow
1307,d-yellow
1308,tie
1309,d-yellow
1310,d-red
1311,d-red
1312,h-red
1313,h-red
1314,h-red
1315,h-yellow
1316,d-yellow
1317,h-yellow
1318,v-yellow
1319,d-red
1320,h-yellow
1321,d-red
1322,d-red
1323,d-yellow
1324,d-yellow
1325,h-red
1326,h-red
1327,h-yellow
1328,d-yellow
1329,v-red
1330,d-red
1331,tie
1332,h-red
1333,h-yellow
1334,v-red
1335,h-red
1336,d-red
1337,d-yellow
1338,d-yellow
1339,d-red
1340,d-yellow
1341,d-red
1342,d-yellow
1343,h-yellow
1344,d-red
1345,d-red
1346,h-red
1347,tie
1348,d-red
1349,h-red
1350,d-red
1351,v-red
1352,d-yellow
1353,h-red
1354,h-red
1355,d-red
1356,h-red
1357,d-yellow
1358,h-yellow
1359,d-red
1360,v-red
1361,d-yellow
1362,d-red
1363,d-yellow
1364,h-yellow
1365,d-red
1366,d-yellow
1367,d-red
1368,h-yellow
1369,h-yellow
1370,h-yellow
1371,d-red
1372,h-yellow
1373,d-red
1374,h-yellow
1375,d-yellow
1376,d-red
1377,h-red
1378,d-red
1379,tie
1380,h-yellow
1381,h-yellow
1382,v-red
1383,d-yellow
1384,d-yellow
1385,tie
1386,tie
1387,d-yellow
1388,h-yellow
1389,h-yellow
1390,h-red
1391,h-red
1392,h-yellow
1393,h-red
1394,v-yellow
1395,v-yellow
1396,d-yellow
1397,d-red
1398,h-red
1399,h-yellow
1400,h-yellow
1401,d-yellow
1402,d-red
1403,d-yellow
1404,d-red
1405,h-yellow
1406,h-yellow
1407,h-red
1408,h-yellow
1409,h-yellow
1410,tie
1411,h-yellow
1412,d-red
1413,h-yellow
1414,d-red
1415,d-yellow
1416,h-yellow
1417,h-red
1418,v-yellow
1419,h-yellow
1420,h-red
1421,h-yellow
1422,d-yellow
1423,d-red
1424,h-red
1425,h-red
1426,h-red
1427,d-red
1428,d-red
1429,d-red
1430,h-red
1431,h-yellow
1432,d-red
1433,d-yellow
1434,h-yellow
1435,d-red
1436,h-yellow
1437,v-yellow
1438,d-yellow
1439,d-red
1440,h-red
1441,h-yellow
1442,h-red
1443,d-yellow
1444,h-red
1445,h-yellow
1446,h-red
1447,h-yellow
1448,d-yellow
1449,h-yellow
1450,d-yellow
1451,d-red
1452,h-red
1453,d-red
1454,d-yellow
1455,h-yellow
1456,d-red
1457,h-yellow
1458,d-red
1459,d-yellow
1460,d-yellow
1461,d-red
1462,d-yellow
1463,h-red
1464,h-red
1465,d-red
1466,d-yellow
1467,d-yellow
1468,d-yellow
1469,h-red
1470,v-red
1471,h-red
1472,h-red
1473,h-red
1474,h-red
1475,d-yellow
1476,h-yellow
1477,h-yellow
1478,h-yellow
1479,h-red
1480,h-red
1481,h-yellow
1482,h-red
1483,h-red
1484,h-yellow
1485,d-red
1486,d-red
1487,h-yellow
1488,h-red
1489,h-red
1490,d-yellow
1491,h-yellow
1492,d-red
1493,d-yellow
1494,d-red
1495,d-yellow
1496,h-yellow
1497,v-red
1498,h-red
1499,h-red
1500,h-red
1501,d-red
1502,v-yellow
1503,d-yellow
1504,d-yellow
1505,h-yellow
1506,d-yellow
1507,d-yellow
1508,d-red
1509,d-red
1510,h-red
1511,h-yellow
1512,d-yellow
1513,h-red
1514,h-red
1515,d-yellow
1516,h-yellow
1517,h-red
1518,d-yellow
1519,h-red
1520,h-yellow
1521,h-red
1522,d-red
1523,tie
1524,d-red
1525,h-yellow
1526,h-red
1527,d-yellow
1528,h-red
1529,d-yellow
1530,d-red
1531,d-yellow
1532,d-yellow
1533,d-yellow
1534,v-yellow
1535,v-red
1536,h-yellow
1537,d-red
1538,d-red
1539,h-yellow
1540,h-yellow
1541,h-red
1542,d-yellow
1543,h-yellow
1544,h-red
1545,d-red
1546,h-yellow
1547,h-yellow
1548,v-red
1549,h-yellow
1550,d-red
1551,d-yellow
1552,h-red
1553,tie
1554,h-red
1555,d-red
1556,h-yellow
1557,h-yellow
1558,h-red
1559,h-yellow
1560,tie
1561,d-red
1562,d-red
1563,d-yellow
1564,h-red
1565,h-yellow
1566,d-red
1567,h-red
1568,h-red
1569,h-yellow
1570,d-yellow
1571,h-yellow
1572,d-red
1573,h-red
1574,d-red
1575,d-yellow
1576,h-red
1577,d-red
1578,h-yellow
1579,v-yellow
1580,h-yellow
1581,h-yellow
1582,d-red
1583,h-red
1584,d-yellow
1585,h-red
1586,h-red
1587,h-red
1588,d-yellow
1589,h-yellow
1590,h-red
1591,v-yellow
1592,h-yellow
1593,v-yellow
1594,d-red
1595,v-yellow
1596,h-red
1597,tie
1598,d-yellow
1599,d-yellow
1600,h-red
1601,h-yellow
1602,d-yellow
1603,h-yellow
1604,h-yellow
1605,d-red
1606,h-yellow
1607,h-yellow
1608,h-red
1609,d-yellow
1610,d-yellow
1611,d-red
1612,h-yellow
1613,h-yellow
1614,d-yellow
1615,d-red
1616,d-red
1617,d-yellow
1618,d-yellow
1619,d-red
1620,h-red
1621,d-red
1622,d-red
1623,h-red
1624,v-red
1625,tie
1626,v-yellow
1627,h-yellow
1628,d-yellow
1629,d-yellow
1630,h-red
1631,d-yellow
1632,d-yellow
1633,d-yellow
1634,d-red
1635,tie
1636,tie
1637,h-yellow
1638,h-red
1639,h-yellow
1640,h-yellow
1641,d-yellow
1642,h-yellow
1643,h-yellow
1644,d-red
1645,d-yellow
1646,h-yellow
1647,h-red
1648,h-red
1649,h-yellow
1650,d-yellow
1651,h-yellow
1652,h-yellow
1653,h-yellow
1654,h-red
1655,d-red
1656,h-yellow
1657,d-red
1658,d-yellow
1659,d-red
1660,d-red
1661,d-yellow
1662,h-yellow
1663,d-red
1664,d-red
1665,h-yellow
1666,h-red
1667,h-red
1668,d-yellow
1669,d-yellow
1670,h-red
1671,d-red
1672,d-yellow
1673,v-yellow
1674,d-yellow
1675,v-yellow
1676,h-yellow
1677,h-yellow
1678,d-red
1679,h-yellow
1680,v-red
1681,d-red
1682,h-red
1683,h-red
1684,d-yellow
1685,d-red
1686,d-red
1687,h-yellow
1688,tie
1689,d-red
1690,tie
1691,h-yellow
1692,d-red
1693,tie
1694,h-red
1695,h-red
1696,d-yellow
1697,h-red
1698,h-yellow
1699,d-red
1700,h-red
1701,h-red
1702,d-red
1703,tie
1704,h-red
1705,d-yellow
1706,h-red
1707,h-red
1708,h-yellow
1709,d-red
1710,d-red
1711,d-red
1712,h-red
1713,v-red
1714,d-red
1715,tie
1716,h-yellow
1717,h-yellow
1718,d-yellow
1719,d-yellow
1720,d-red
1721,d-red
1722,h-red
1723,d-red
1724,h-yellow
1725,h-red
1726,d-yellow
1727,d-yellow
1728,d-yellow
1729,h-yellow
1730,h-red
1731,d-red
1732,d-yellow
1733,h-red
1734,h-red
1735,d-red
1736,h-red
1737,d-yellow
1738,v-yellow
1739,h-yellow
1740,h-red
1741,h-red
1742,h-yellow
1743,d-red
1744,h-yellow
1745,d-red
1746,tie
1747,d-yellow
1748,d-yellow
1749,h-yellow
1750,d-red
1751,h-red
1752,v-yellow
1753,d-red
1754,h-yellow
1755,d-red
1756,h-red
1757,h-yellow
1758,tie
1759,d-red
1760,d-red
1761,d-red
1762,d-red
1763,d-red
1764,h-red
1765,h-yellow
1766,h-red
1767,d-yellow
1768,d-red
1769,h-red
1770,h-yellow
1771,d-red
1772,d-red
1773,h-red
1774,d-red
1775,h-yellow
1776,v-red
1777,h-yellow
1778,d-red
1779,d-red
1780,h-yellow
1781,d-red
1782,d-yellow
1783,h-red
1784,d-red
1785,d-yellow
1786,d-yellow
1787,tie
1788,h-yellow
1789,h-red
1790,h-yellow
1791,d-red
1792,d-red
1793,d-red
1794,d-yellow
1795,d-yellow
1796,d-yellow
1797,h-red
1798,h-red
1799,d-red
1800,d-red
1801,h-yellow
1802,h-red
1803,d-yellow
1804,d-yellow
1805,d-red
1806,h-yellow
1807,d-red
1808,d-yellow
1809,v-red
1810,v-yellow
1811,h-red
1812,d-yellow
1813,d-yellow
1814,d-yellow
1815,d-red
1816,h-yellow
1817,h-red
1818,h-red
1819,h-yellow
1820,h-yellow
1821,d-yellow
1822,d-yellow
1823,h-yellow
1824,h-yellow
1825,tie
1826,h-red
1827,d-yellow
1828,h-red
1829,h-red
1830,tie
1831,d-red
1832,h-red
1833,h-yellow
1834,tie
1835,h-yellow
1836,d-yellow
1837,h-yellow
1838,v-yellow
1839,h-red
1840,h-red
1841,h-red
1842,h-red
1843,d-yellow
1844,d-red
1845,d-red
1846,h-yellow
1847,h-yellow
1848,h-red
1849,h-red
1850,tie
1851,v-yellow
1852,d-yellow
1853,h-red
1854,d-yellow
1855,h-red
1856,h-yellow
1857,v-red
1858,d-yellow
1859,h-red
1860,h-yellow
1861,d-red
1862,d-red
1863,d-red
1864,d-yellow
1865,v-yellow
1866,h-red
1867,d-yellow
1868,h-red
1869,h-yellow
1870,h-red
1871,d-yellow
1872,d-red
1873,h-red
1874,h-red
1875,v-red
1876,h-red
1877,d-yellow
1878,h-yellow
1879,d-red
1880,h-red
1881,d-yellow
1882,h-red
1883,tie
1884,d-red
1885,d-yellow
1886,d-red
