game,who_won
1887,d-red
1888,h-yellow
1889,d-yellow
1890,h-red
1891,tie
1892,d-red
1893,d-red
1894,tie
1895,h-red
1896,h-yellow
1897,v-red
1898,tie
1899,h-red
1900,d-yellow
1901,d-red
1902,h-yellow
1903,d-red
1904,d-red
1905,h-red
1906,h-yellow
1907,d-red
1908,d-yellow
1909,d-red
1910,d-yellow
1911,d-yellow
1912,h-yellow
1913,h-red
1914,d-red
1915,d-yellow
1916,h-yellow
1917,h-red
1918,d-red
1919,h-yellow
1920,h-red
1921,d-yellow
1922,d-yellow
1923,h-red
1924,h-red
1925,h-yellow
1926,h-yellow
1927,h-yellow
1928,d-yellow
1929,h-yellow
1930,d-yellow
1931,h-red
1932,h-yellow
1933,h-yellow
1934,tie
1935,h-red
1936,h-yellow
1937,h-red
1938,d-red
1939,d-yellow
1940,tie
1941,v-red
1942,v-yellow
1943,h-yellow
1944,h-red
1945,h-yellow
1946,h-yellow
1947,d-yellow
1948,h-yellow
1949,v-red
1950,h-red
1951,v-yellow
1952,h-red
1953,d-red
1954,d-yellow
1955,h-yellow
1956,d-red
1957,h-yellow
1958,h-red
1959,h-red
1960,d-yellow
1961,d-yellow
1962,h-yellow
1963,h-yellow
1964,d-red
1965,h-red
1966,h-red
1967,d-yellow
1968,h-red
1969,v-yellow
1970,d-yellow
1971,h-yellow
1972,d-red
1973,h-red
1974,tie
1975,v-yellow
1976,d-red
1977,d-red
1978,d-red
1979,d-yellow
1980,d-red
1981,h-yellow
1982,h-yellow
1983,d-yellow
1984,h-red
1985,h-red
1986,d-yellow
1987,h-red
1988,d-yellow
1989,tie
1990,d-yellow
1991,h-red
1992,d-red
1993,d-red
1994,d-red
1995,d-yellow
1996,h-red
1997,h-yellow
1998,h-red
1999,d-red
2000,d-yellow
2001,h-yellow
2002,h-red
2003,d-yellow
2004,d-red
2005,h-red
2006,h-red
2007,h-red
2008,d-yellow
2009,d-red
2010,h-yellow
2011,d-yellow
2012,h-yellow
2013,tie
2014,h-yellow
2015,d-yellow
2016,d-yellow
2017,d-yellow
2018,d-red
2019,h-red
2020,d-red
2021,tie
2022,h-red
2023,d-yellow
2024,d-red
2025,h-yellow
2026,h-red
2027,h-yellow
2028,v-red
2029,h-yellow
2030,d-red
2031,v-red
2032,d-red
2033,v-yellow
2034,d-red
2035,d-red
2036,h-yellow
2037,v-yellow
2038,d-red
2039,h-yellow
2040,h-yellow
2041,h-yellow
2042,d-yellow
2043,v-yellow
2044,d-yellow
2045,h-red
2046,h-yellow
2047,h-yellow
2048,h-yellow
2049,h-red
2050,d-red
2051,h-yellow
2052,d-yellow
2053,v-red
2054,d-red
2055,d-yellow
2056,h-yellow
2057,h-yellow
2058,h-red
2059,d-yellow
2060,d-yellow
2061,d-red
2062,d-red
2063,d-red
2064,h-red
2065,d-yellow
2066,h-yellow
2067,d-red
2068,d-yellow
2069,v-yellow
2070,h-red
2071,d-red
2072,h-yellow
2073,h-red
2074,h-yellow
2075,h-red
2076,h-yellow
2077,d-red
2078,d-red
2079,h-red
2080,d-yellow
2081,d-yellow
2082,v-yellow
2083,v-yellow
2084,h-red
2085,tie
2086,tie
2087,h-red
2088,h-yellow
2089,tie
2090,h-yellow
2091,h-red
2092,d-red
2093,v-red
2094,h-red
2095,tie
2096,d-red
2097,d-red
2098,h-red
2099,d-red
2100,h-yellow
2101,h-red
2102,h-yellow
2103,h-red
2104,h-red
2105,h-yellow
2106,d-red
2107,h-yellow
2108,d-red
2109,h-red
2110,h-yellow
2111,h-red
2112,v-red
2113,d-red
2114,tie
2115,d-yellow
2116,d-red
2117,h-yellow
2118,d-red
2119,d-yellow
2120,d-yellow
2121,d-yellow
2122,d-red
2123,d-red
2124,d-red
2125,h-red
2126,h-red
2127,h-yellow
2128,h-red
2129,d-red
2130,d-red
2131,h-red
2132,h-red
2133,d-red
2134,d-yellow
2135,d-red
2136,h-yellow
2137,d-red
2138,h-red
2139,d-yellow
2140,h-yellow
2141,d-yellow
2142,h-yellow
2143,d-yellow
2144,d-yellow
2145,h-yellow
2146,h-red
2147,h-yellow
2148,h-yellow
2149,d-red
2150,v-red
2151,d-yellow
2152,d-yellow
2153,d-red
2154,v-yellow
2155,d-red
2156,d-red
2157,h-yellow
2158,d-red
2159,v-yellow
2160,tie
2161,tie
2162,d-red
2163,d-yellow
2164,d-red
2165,d-yellow
2166,v-red
2167,h-red
2168,h-red
2169,d-yellow
2170,tie
2171,h-red
2172,d-yellow
2173,d-red
2174,h-yellow
2175,d-yellow
2176,h-yellow
2177,h-yellow
2178,tie
2179,h-yellow
2180,h-yellow
2181,h-yellow
2182,d-red
2183,d-yellow
2184,d-red
2185,h-red
2186,h-yellow
2187,h-red
2188,h-yellow
2189,h-red
2190,h-red
2191,h-red
2192,h-red
2193,d-red
2194,d-yellow
2195,d-yellow
2196,v-yellow
2197,h-red
2198,d-yellow
2199,d-yellow
2200,d-red
2201,tie
2202,d-red
2203,d-red
2204,d-yellow
2205,h-yellow
2206,h-red
2207,h-red
2208,v-yellow
2209,d-yellow
2210,d-red
2211,h-red
2212,h-yellow
2213,h-red
2214,h-yellow
2215,h-red
2216,h-red
2217,h-yellow
2218,h-red
2219,d-red
2220,h-red
2221,h-red
2222,h-yellow
2223,d-yellow
2224,h-yellow
2225,d-red
2226,h-yellow
2227,h-red
2228,d-yellow
2229,v-red
2230,h-red
2231,d-yellow
2232,d-yellow
2233,h-red
2234,d-red
2235,d-red
2236,d-yellow
2237,v-red
2238,d-yellow
2239,h-yellow
2240,d-red
2241,h-yellow
2242,h-red
2243,d-red
2244,v-yellow
2245,h-yellow
2246,d-yellow
2247,d-red
2248,d-red
2249,h-yellow
2250,h-yellow
2251,h-yellow
2252,d-yellow
2253,h-yellow
2254,d-red
2255,h-red
2256,v-red
2257,d-yellow
2258,h-red
2259,d-red
2260,d-yellow
2261,d-red
2262,h-red
2263,d-yellow
2264,h-red
2265,d-yellow
2266,d-yellow
2267,h-red
2268,d-red
2269,d-yellow
2270,d-red
2271,h-red
2272,d-yellow
2273,h-yellow
2274,h-yellow
2275,tie
2276,d-yellow
2277,d-red
2278,h-yellow
2279,h-red
2280,d-yellow
2281,h-red
2282,h-yellow
2283,h-red
2284,d-yellow
2285,d-yellow
2286,h-red
2287,tie
2288,tie
2289,d-yellow
2290,d-red
2291,h-red
2292,h-red
2293,h-yellow
2294,d-red
2295,h-red
2296,h-red
2297,h-red
2298,d-yellow
2299,tie
2300,d-red
2301,d-yellow
2302,d-yellow
2303,h-yellow
2304,h-yellow
2305,h-red
2306,d-red
2307,h-red
2308,d-red
2309,tie
2310,v-yellow
2311,tie
2312,h-red
2313,d-red
2314,h-red
2315,tie
2316,v-yellow
2317,d-yellow
2318,h-red
2319,d-red
2320,d-yellow
2321,d-red
2322,tie
2323,d-yellow
2324,d-yellow
2325,h-red
2326,d-yellow
2327,h-yellow
2328,d-red
2329,d-yellow
2330,h-yellow
2331,h-yellow
2332,d-yellow
2333,h-yellow
2334,h-yellow
2335,d-yellow
2336,v-red
2337,h-red
2338,h-red
2339,h-yellow
2340,h-yellow
2341,d-red
2342,d-red
2343,h-red
2344,h-yellow
2345,d-yellow
2346,h-yellow
2347,d-red
2348,h-yellow
2349,h-yellow
2350,h-red
2351,h-red
2352,v-yellow
2353,h-red
2354,h-red
2355,d-yellow
2356,h-yellow
2357,h-red
2358,v-yellow
2359,d-yellow
2360,d-yellow
2361,tie
2362,d-yellow
2363,d-yellow
2364,d-red
2365,d-red
2366,d-red
2367,d-red
2368,h-yellow
2369,h-red
2370,h-yellow
2371,h-red
2372,h-red
2373,d-red
2374,d-yellow
2375,h-red
2376,v-yellow
2377,h-yellow
2378,d-red
2379,d-yellow
2380,d-yellow
2381,h-yellow
2382,h-yellow
2383,h-yellow
2384,d-red
2385,d-yellow
2386,v-yellow
2387,d-yellow
2388,h-red
2389,h-yellow
2390,d-yellow
2391,d-yellow
2392,h-red
2393,d-red
2394,tie
2395,h-yellow
2396,d-red
2397,d-red
2398,d-red
2399,h-red
2400,v-yellow
2401,d-red
2402,d-yellow
2403,d-yellow
2404,h-yellow
2405,d-red
2406,h-yellow
2407,d-yellow
2408,h-red
2409,d-red
2410,h-yellow
2411,h-yellow
2412,h-yellow
2413,d-red
2414,d-yellow
2415,h-yellow
2416,h-red
2417,h-yellow
2418,h-yellow
2419,d-red
2420,h-yellow
2421,h-red
2422,d-red
2423,v-red
2424,d-yellow
2425,v-red
2426,h-red
2427,v-yellow
2428,d-red
2429,h-yellow
2430,d-yellow
2431,h-red
2432,h-yellow
2433,h-red
2434,h-yellow
2435,d-yellow
2436,h-red
2437,d-red
2438,h-red
2439,h-yellow
2440,d-red
2441,v-red
2442,d-yellow
2443,h-yellow
2444,h-yellow
2445,h-yellow
2446,d-yellow
2447,h-yellow
2448,v-yellow
2449,d-red
2450,h-red
2451,v-red
2452,h-yellow
2453,d-red
2454,h-red
2455,d-red
2456,d-red
2457,v-red
2458,h-red
2459,d-yellow
2460,h-red
2461,d-red
2462,h-red
2463,v-red
2464,d-yellow
2465,d-red
2466,h-red
2467,h-yellow
2468,d-red
2469,h-yellow
2470,h-yellow
2471,h-red
2472,v-yellow
2473,h-red
2474,h-red
2475,d-yellow
2476,d-red
2477,d-yellow
2478,d-red
2479,d-yellow
2480,d-red
2481,d-yellow
2482,d-yellow
2483,h-red
2484,tie
2485,h-yellow
2486,d-yellow
2487,h-yellow
2488,h-red
2489,d-yellow
2490,h-red
2491,d-yellow
2492,h-yellow
2493,d-red
2494,h-yellow
2495,d-red
2496,h-yellow
2497,h-red
2498,v-yellow
2499,tie
2500,h-yellow
2501,h-red
2502,h-yellow
2503,h-red
2504,d-red
2505,d-yellow
2506,h-red
2507,h-yellow
2508,d-yellow
2509,h-yellow
2510,d-yellow
2511,h-yellow
2512,d-yellow
2513,d-red
2514,d-red
2515,h-yellow
2516,d-red
2517,h-yellow
2518,h-red
2519,h-yellow
2520,h-red
2521,h-red
2522,h-red
2523,h-yellow
2524,d-yellow
2525,h-red
2526,d-red
2527,h-red
2528,h-yellow
2529,h-red
2530,d-yellow
2531,d-red
2532,d-red
2533,h-red
2534,h-red
2535,d-red
2536,d-yellow
2537,h-yellow
2538,h-red
2539,d-yellow
2540,d-yellow
2541,v-red
2542,d-red
2543,tie
2544,h-red
2545,h-yellow
2546,h-yellow
2547,h-yellow
2548,v-red
2549,h-yellow
2550,d-red
2551,h-yellow
2552,h-yellow
2553,d-yellow
2554,d-red
2555,h-red
2556,h-yellow
2557,h-yellow
2558,d-red
2559,h-red
2560,h-red
2561,h-yellow
2562,h-yellow
2563,h-red
2564,d-red
2565,h-yellow
2566,d-red
2567,tie
2568,d-red
2569,d-yellow
2570,h-red
2571,d-yellow
2572,d-yellow
2573,v-yellow
2574,h-red
2575,d-red
2576,d-red
2577,d-red
2578,h-red
2579,h-yellow
2580,d-yellow
2581,d-yellow
2582,h-yellow
2583,h-yellow
2584,d-yellow
2585,d-yellow
2586,d-red
2587,tie
2588,h-yellow
2589,v-yellow
2590,d-red
2591,h-yellow
2592,h-red
2593,d-red
2594,h-red
2595,h-red
2596,v-yellow
2597,tie
2598,v-yellow
2599,d-red
2600,d-yellow
2601,h-red
2602,d-red
2603,d-yellow
2604,h-yellow
2605,d-red
2606,h-yellow
2607,d-yellow
2608,h-red
2609,d-yellow
2610,v-red
2611,h-yellow
2612,h-yellow
2613,h-red
2614,d-red
2615,d-yellow
2616,h-yellow
2617,h-yellow
2618,d-red
2619,h-red
2620,h-yellow
2621,h-yellow
2622,d-red
2623,d-red
2624,d-yellow
2625,h-red
2626,d-yellow
2627,h-red
2628,h-yellow
2629,d-red
2630,h-red
2631,h-red
2632,h-yellow
2633,h-yellow
2634,d-yellow
2635,d-red
2636,h-red
2637,h-red
2638,h-red
2639,tie
2640,tie
2641,h-yellow
2642,v-red
2643,d-red
2644,d-yellow
2645,h-red
2646,h-red
2647,d-red
2648,h-yellow
2649,v-red
2650,d-yellow
2651,h-red
2652,h-yellow
2653,d-yellow
2654,v-red
2655,h-yellow
2656,h-yellow
2657,h-yellow
2658,d-yellow
2659,d-red
2660,d-yellow
2661,d-red
2662,d-yellow
2663,h-red
2664,d-red
2665,h-red
2666,v-yellow
2667,h-yellow
2668,d-red
2669,h-yellow
2670,h-yellow
2671,h-red
2672,d-yellow
2673,d-yellow
2674,v-yellow
2675,d-yellow
2676,h-yellow
2677,h-red
2678,h-yellow
2679,h-yellow
2680,h-yellow
2681,d-red
2682,v-yellow
2683,d-red
2684,h-yellow
2685,v-red
2686,d-yellow
2687,d-red
2688,h-yellow
2689,h-yellow
2690,h-yellow
2691,d-yellow
2692,d-yellow
2693,d-red
2694,v-yellow
2695,d-yellow
2696,d-red
2697,d-red
2698,h-red
2699,d-yellow
2700,h-red
2701,v-red
2702,d-red
2703,h-yellow
2704,d-red
2705,h-red
2706,h-yellow
2707,d-red
2708,v-yellow
2709,d-yellow
2710,v-red
2711,d-red
2712,h-yellow
2713,v-red
2714,h-yellow
2715,h-red
2716,d-red
2717,h-red
2718,d-yellow
2719,d-yellow
2720,d-yellow
2721,h-red
2722,v-red
2723,v-yellow
2724,h-yellow
2725,v-yellow
2726,d-yellow
2727,v-red
2728,h-red
2729,d-red
2730,h-yellow
2731,h-yellow
2732,tie
2733,h-yellow
2734,d-red
2735,h-yellow
2736,h-red
2737,h-yellow
2738,d-red
2739,d-yellow
2740,h-red
2741,d-red
2742,h-yellow
2743,h-red
2744,d-red
2745,h-red
2746,d-red
2747,d-red
2748,d-yellow
2749,d-red
2750,d-yellow
2751,v-red
2752,d-red
2753,h-yellow
2754,h-red
2755,d-yellow
2756,h-red
2757,d-yellow
2758,h-red
2759,d-yellow
2760,d-red
2761,v-yellow
2762,h-yellow
2763,d-red
2764,tie
2765,h-yellow
2766,h-yellow
2767,h-red
2768,d-yellow
2769,h-red
2770,d-yellow
2771,d-yellow
2772,h-yellow
2773,h-yellow
2774,h-yellow
2775,d-red
2776,h-yellow
2777,h-yellow
2778,h-red
2779,v-yellow
2780,h-yellow
2781,h-red
2782,h-red
2783,h-red
2784,d-red
2785,d-red
2786,h-yellow
2787,d-red
2788,v-yellow
2789,d-yellow
2790,h-yellow
2791,d-red
2792,h-yellow
2793,d-red
2794,tie
2795,d-red
2796,d-yellow
2797,d-red
2798,d-yellow
2799,h-red
2800,h-yellow
2801,tie
2802,h-red
2803,d-yellow
2804,d-yellow
2805,h-yellow
2806,d-red
2807,h-red
2808,d-yellow
2809,d-red
2810,d-red
2811,h-yellow
2812,h-red
2813,h-red
2814,h-yellow
2815,h-yellow
2816,d-red
2817,v-red
2818,d-yellow
2819,h-yellow
2820,d-yellow
2821,d-yellow
2822,v-yellow
2823,v-red
2824,h-red
2825,h-yellow
2826,d-red
2827,h-yellow
2828,h-red
2829,d-red
2830,d-yellow
2831,h-yellow
2832,d-red
2833,h-red
2834,h-red
2835,d-yellow
2836,h-yellow
2837,h-red
2838,v-yellow
2839,d-red
2840,d-yellow
2841,d-yellow
2842,d-red
2843,d-red
2844,h-yellow
2845,v-red
2846,h-red
2847,h-yellow
2848,h-yellow
2849,d-red
2850,d-yellow
2851,d-red
2852,d-red
2853,tie
2854,h-red
2855,h-yellow
2856,d-red
2857,h-red
2858,h-yellow
2859,h-red
2860,d-red
2861,d-red
2862,h-yellow
2863,d-red
2864,h-yellow
2865,h-yellow
2866,d-red
2867,v-red
2868,h-yellow
2869,h-red
2870,h-yellow
2871,d-red
2872,d-red
2873,h-red
2874,h-yellow
2875,h-yellow
2876,h-yellow
2877,h-red
2878,tie
2879,d-yellow
2880,d-yellow
2881,v-yellow
2882,v-red
2883,tie
2884,h-red
2885,h-red
2886,tie
2887,h-red
2888,h-red
2889,d-yellow
2890,d-yellow
2891,h-red
2892,d-red
2893,d-yellow
2894,h-yellow
2895,d-red
2896,d-yellow
2897,tie
2898,h-red
2899,v-red
2900,d-yellow
2901,d-red
2902,h-red
2903,d-yellow
2904,d-yellow
2905,h-yellow
2906,d-red
2907,d-red
2908,h-yellow
2909,h-red
2910,v-red
2911,v-yellow
2912,h-red
2913,d-red
2914,d-red
2915,v-red
2916,h-yellow
2917,h-red
2918,h-yellow
2919,h-red
2920,h-red
2921,v-yellow
2922,h-red
2923,h-yellow
2924,h-red
2925,h-red
2926,d-red
2927,h-red
2928,h-yellow
2929,tie
2930,h-yellow
2931,d-red
2932,d-red
2933,h-yellow
2934,h-red
2935,h-yellow
2936,h-red
2937,h-yellow
2938,d-red
2939,h-yellow
2940,h-yellow
2941,d-yellow
2942,d-yellow
2943,h-red
2944,d-yellow
2945,d-yellow
2946,h-red
2947,h-yellow
2948,d-yellow
2949,tie
2950,tie
2951,tie
2952,v-red
2953,d-red
2954,h-yellow
2955,h-yellow
2956,v-yellow
2957,d-yellow
2958,v-yellow
2959,tie
2960,h-yellow
2961,d-yellow
2962,d-red
2963,d-red
2964,h-yellow
2965,h-yellow
2966,h-yellow
2967,d-yellow
2968,d-yellow
2969,h-yellow
2970,d-yellow
2971,d-yellow
2972,h-red
2973,h-red
2974,h-red
2975,h-yellow
2976,h-yellow
2977,v-red
2978,h-red
2979,h-red
2980,h-yellow
2981,h-red
2982,v-yellow
2983,h-red
2984,h-yellow
2985,tie
2986,tie
2987,d-red
2988,d-yellow
2989,h-yellow
2990,d-yellow
2991,h-red
2992,h-red
2993,v-yellow
2994,h-red
2995,d-red
2996,d-yellow
2997,h-red
2998,h-yellow
2999,d-yellow
