game,who_won
1883,d-yellow
1884,h-yellow
1885,v-yellow
1886,d-red
1887,d-red
1888,h-red
1889,v-red
1890,h-yellow
1891,h-yellow
1892,d-yellow
1893,h-yellow
1894,d-yellow
1895,h-yellow
1896,h-red
1897,h-yellow
1898,h-yellow
1899,h-red
1900,d-yellow
1901,h-yellow
1902,d-yellow
1903,h-red
1904,h-red
1905,h-red
1906,h-red
1907,h-red
1908,h-yellow
1909,h-red
1910,d-red
1911,h-red
1912,d-red
1913,h-red
1914,h-yellow
1915,d-yellow
1916,h-red
1917,d-red
1918,h-yellow
1919,d-yellow
1920,h-yellow
1921,d-yellow
1922,h-yellow
1923,v-yellow
1924,h-red
1925,d-yellow
1926,h-yellow
1927,d-yellow
1928,h-red
1929,tie
1930,d-red
1931,h-red
1932,d-red
1933,d-yellow
1934,h-red
1935,h-red
1936,h-yellow
1937,v-red
1938,tie
1939,h-red
1940,h-yellow
1941,d-yellow
1942,h-yellow
1943,h-red
1944,h-red
1945,d-yellow
1946,v-yellow
1947,h-red
1948,v-yellow
1949,v-yellow
1950,h-red
1951,d-red
1952,d-red
1953,h-red
1954,v-yellow
1955,h-yellow
1956,d-red
1957,d-red
1958,h-yellow
1959,d-yellow
1960,d-red
1961,d-red
1962,d-red
1963,h-yellow
1964,h-red
1965,d-red
1966,v-red
1967,d-red
1968,d-yellow
1969,h-yellow
1970,h-yellow
1971,h-yellow
1972,h-red
1973,h-yellow
1974,d-yellow
1975,d-yellow
1976,h-red
1977,h-red
1978,h-red
1979,d-red
1980,h-yellow
1981,v-red
1982,v-red
1983,d-yellow
1984,tie
1985,v-red
1986,d-red
1987,h-yellow
1988,tie
1989,v-red
1990,h-yellow
1991,tie
1992,d-yellow
1993,d-yellow
1994,tie
1995,d-yellow
1996,h-yellow
1997,d-red
1998,d-yellow
1999,h-red
2000,d-red
2001,h-yellow
2002,h-yellow
2003,d-red
2004,d-red
2005,h-red
2006,h-yellow
2007,d-yellow
2008,tie
2009,d-red
2010,h-yellow
2011,h-red
2012,h-yellow
2013,h-yellow
2014,h-red
2015,h-yellow
2016,h-yellow
2017,d-red
2018,h-red
2019,h-yellow
2020,h-red
2021,h-yellow
2022,h-yellow
2023,v-yellow
2024,d-red
2025,h-yellow
2026,v-yellow
2027,v-yellow
2028,d-red
2029,d-red
2030,d-red
2031,d-red
2032,d-red
2033,h-red
2034,h-yellow
2035,d-yellow
2036,h-red
2037,h-yellow
2038,d-yellow
2039,v-yellow
2040,h-yellow
2041,d-red
2042,v-red
2043,h-red
2044,d-yellow
2045,h-yellow
2046,d-red
2047,h-yellow
2048,d-red
2049,d-yellow
2050,d-yellow
2051,h-yellow
2052,h-yellow
2053,tie
2054,h-yellow
2055,h-yellow
2056,h-yellow
2057,d-yellow
2058,d-red
2059,h-red
2060,h-red
2061,d-yellow
2062,h-yellow
2063,d-red
2064,h-yellow
2065,d-yellow
2066,v-red
2067,v-red
2068,d-red
2069,d-yellow
2070,h-yellow
2071,h-yellow
2072,d-yellow
2073,d-red
2074,h-yellow
2075,h-red
2076,d-yellow
2077,v-yellow
2078,d-red
2079,h-yellow
2080,d-yellow
2081,h-red
2082,d-yellow
2083,d-yellow
2084,h-yellow
2085,d-red
2086,tie
2087,h-yellow
2088,d-red
2089,d-red
2090,h-yellow
2091,h-red
2092,h-yellow
2093,h-yellow
2094,h-yellow
2095,h-yellow
2096,h-red
2097,d-yellow
2098,h-red
2099,d-yellow
2100,d-yellow
2101,d-yellow
2102,d-yellow
2103,h-yellow
2104,d-yellow
2105,d-yellow
2106,d-red
2107,h-yellow
2108,h-red
2109,h-yellow
2110,h-yellow
2111,d-red
2112,h-red
2113,v-yellow
2114,d-red
2115,d-yellow
2116,d-yellow
2117,h-red
2118,h-red
2119,v-yellow
2120,h-red
2121,v-red
2122,d-red
2123,d-red
2124,h-yellow
2125,d-red
2126,d-red
2127,d-red
2128,d-red
2129,h-yellow
2130,tie
2131,d-yellow
2132,v-red
2133,d-yellow
2134,v-red
2135,h-red
2136,d-red
2137,tie
2138,v-red
2139,d-yellow
2140,d-red
2141,d-yellow
2142,d-red
2143,h-red
2144,h-red
2145,d-yellow
2146,h-red
2147,h-yellow
2148,h-yellow
2149,d-red
2150,v-red
2151,h-yellow
2152,h-yellow
2153,h-red
2154,d-red
2155,h-yellow
2156,h-yellow
2157,d-yellow
2158,d-yellow
2159,v-red
2160,d-red
2161,h-yellow
2162,d-yellow
2163,h-red
2164,h-yellow
2165,d-red
2166,d-red
2167,h-yellow
2168,h-yellow
2169,d-red
2170,d-yellow
2171,h-yellow
2172,h-red
2173,d-red
2174,h-yellow
2175,h-red
2176,h-yellow
2177,h-red
2178,h-red
2179,d-yellow
2180,d-red
2181,d-yellow
2182,d-yellow
2183,d-red
2184,d-yellow
2185,h-red
2186,h-yellow
2187,h-red
2188,v-yellow
2189,tie
2190,d-red
2191,h-red
2192,d-yellow
2193,h-red
2194,h-red
2195,d-yellow
2196,h-yellow
2197,h-yellow
2198,d-yellow
2199,h-yellow
2200,d-yellow
2201,h-red
2202,h-red
2203,h-red
2204,h-yellow
2205,h-yellow
2206,h-red
2207,v-yellow
2208,d-yellow
2209,tie
2210,d-red
2211,h-red
2212,d-yellow
2213,d-red
2214,h-red
2215,h-red
2216,h-yellow
2217,v-red
2218,d-red
2219,h-yellow
2220,d-red
2221,d-red
2222,tie
2223,v-yellow
2224,h-red
2225,h-yellow
2226,h-yellow
2227,h-yellow
2228,d-yellow
2229,d-yellow
2230,h-red
2231,h-yellow
2232,h-red
2233,tie
2234,h-yellow
2235,tie
2236,h-red
2237,d-yellow
2238,d-red
2239,d-yellow
2240,h-yellow
2241,d-yellow
2242,v-yellow
2243,d-red
2244,d-red
2245,h-red
2246,h-yellow
2247,h-red
2248,d-yellow
2249,d-red
2250,v-red
2251,v-yellow
2252,d-yellow
2253,h-yellow
2254,h-red
2255,h-yellow
2256,d-red
2257,h-yellow
2258,d-yellow
2259,h-red
2260,d-yellow
2261,d-red
2262,h-yellow
2263,d-yellow
2264,h-yellow
2265,tie
2266,h-yellow
2267,tie
2268,h-yellow
2269,d-red
2270,h-yellow
2271,v-red
2272,d-red
2273,tie
2274,h-yellow
2275,d-yellow
2276,h-red
2277,d-red
2278,h-red
2279,d-yellow
2280,h-yellow
2281,h-red
2282,d-red
2283,d-yellow
2284,h-yellow
2285,h-yellow
2286,h-yellow
2287,h-red
2288,d-red
2289,h-yellow
2290,v-red
2291,v-yellow
2292,h-red
2293,d-yellow
2294,h-yellow
2295,d-red
2296,h-red
2297,d-red
2298,tie
2299,d-yellow
2300,h-red
2301,d-yellow
2302,d-yellow
2303,v-yellow
2304,d-yellow
2305,h-red
2306,d-yellow
2307,h-red
2308,h-red
2309,v-red
2310,d-yellow
2311,h-yellow
2312,h-red
2313,h-yellow
2314,d-red
2315,h-red
2316,h-red
2317,d-yellow
2318,h-red
2319,h-red
2320,h-yellow
2321,h-red
2322,h-red
2323,h-yellow
2324,h-red
2325,h-red
2326,d-red
2327,h-yellow
2328,d-red
2329,d-yellow
2330,h-red
2331,h-red
2332,d-yellow
2333,h-yellow
2334,h-yellow
2335,h-red
2336,h-yellow
2337,d-yellow
2338,d-yellow
2339,h-yellow
2340,h-yellow
2341,h-red
2342,d-yellow
2343,d-red
2344,v-yellow
2345,d-red
2346,h-yellow
2347,h-red
2348,h-yellow
2349,h-yellow
2350,h-yellow
2351,tie
2352,d-yellow
2353,d-yellow
2354,d-red
2355,h-red
2356,h-yellow
2357,d-red
2358,h-red
2359,h-yellow
2360,h-yellow
2361,d-red
2362,h-red
2363,d-yellow
2364,d-red
2365,v-red
2366,h-yellow
2367,h-yellow
2368,h-red
2369,d-red
2370,d-yellow
2371,tie
2372,d-yellow
2373,h-yellow
2374,h-yellow
2375,v-red
2376,d-yellow
2377,d-yellow
2378,h-red
2379,d-red
2380,d-red
2381,h-yellow
2382,v-yellow
2383,h-yellow
2384,v-yellow
2385,h-yellow
2386,h-red
2387,h-red
2388,d-yellow
2389,d-yellow
2390,d-red
2391,v-yellow
2392,h-yellow
2393,h-red
2394,d-yellow
2395,d-yellow
2396,v-yellow
2397,d-red
2398,d-red
2399,d-yellow
2400,d-yellow
2401,d-red
2402,h-red
2403,h-yellow
2404,h-red
2405,d-red
2406,h-red
2407,d-yellow
2408,h-yellow
2409,d-yellow
2410,d-red
2411,h-yellow
2412,d-yellow
2413,h-red
2414,h-red
2415,h-red
2416,h-red
2417,h-yellow
2418,d-yellow
2419,h-yellow
2420,d-red
2421,d-red
2422,d-red
2423,tie
2424,tie
2425,d-yellow
2426,h-red
2427,d-red
2428,h-yellow
2429,d-red
2430,tie
2431,d-yellow
2432,d-yellow
2433,d-red
2434,d-red
2435,d-yellow
2436,v-red
2437,h-red
2438,h-red
2439,h-yellow
2440,h-yellow
2441,tie
2442,h-red
2443,d-red
2444,h-red
2445,d-red
2446,d-yellow
2447,h-red
2448,d-red
2449,d-yellow
2450,v-red
2451,h-yellow
2452,h-red
2453,h-yellow
2454,tie
2455,h-red
2456,d-yellow
2457,d-yellow
2458,h-red
2459,d-yellow
2460,d-red
2461,v-red
2462,tie
2463,d-yellow
2464,d-red
2465,h-yellow
2466,h-yellow
2467,d-yellow
2468,h-red
2469,h-red
2470,d-yellow
2471,tie
2472,d-red
2473,h-red
2474,d-red
2475,v-red
2476,h-yellow
2477,v-red
2478,tie
2479,h-yellow
2480,v-red
2481,d-yellow
2482,d-red
2483,h-red
2484,h-red
2485,h-red
2486,d-red
2487,d-yellow
2488,h-yellow
2489,tie
2490,d-red
2491,h-yellow
2492,d-yellow
2493,v-yellow
2494,h-yellow
2495,d-red
2496,h-yellow
2497,h-red
2498,d-red
2499,h-red
2500,h-red
2501,d-yellow
2502,h-red
2503,d-yellow
2504,d-yellow
2505,d-red
2506,h-red
2507,d-yellow
2508,h-red
2509,h-red
2510,d-yellow
2511,d-yellow
2512,d-red
2513,h-red
2514,h-yellow
2515,h-red
2516,d-red
2517,v-red
2518,d-yellow
2519,d-red
2520,h-red
2521,h-red
2522,h-red
2523,h-yellow
2524,d-red
2525,h-red
2526,h-yellow
2527,h-red
2528,d-yellow
2529,d-red
2530,d-red
2531,h-yellow
2532,d-red
2533,h-red
2534,h-yellow
2535,d-yellow
2536,d-red
2537,d-red
2538,d-yellow
2539,d-red
2540,d-yellow
2541,d-red
2542,h-yellow
2543,d-red
2544,d-red
2545,d-yellow
2546,d-yellow
2547,h-yellow
2548,d-red
2549,h-red
2550,h-yellow
2551,h-red
2552,h-red
2553,h-yellow
2554,h-yellow
2555,h-red
2556,h-yellow
2557,v-red
2558,d-yellow
2559,h-red
2560,h-yellow
2561,d-red
2562,d-yellow
2563,tie
2564,h-red
2565,d-yellow
2566,d-red
2567,tie
2568,h-red
2569,h-red
2570,d-yellow
2571,v-red
2572,d-yellow
2573,h-yellow
2574,d-red
2575,h-red
2576,d-red
2577,d-yellow
2578,v-red
2579,h-yellow
2580,v-yellow
2581,v-red
2582,h-red
2583,h-red
2584,h-red
2585,h-yellow
2586,h-red
2587,v-yellow
2588,d-red
2589,h-yellow
2590,tie
2591,v-yellow
2592,h-yellow
2593,d-red
2594,h-yellow
2595,h-yellow
2596,d-yellow
2597,h-yellow
2598,d-yellow
2599,d-yellow
2600,h-yellow
2601,h-red
2602,v-red
2603,d-yellow
2604,h-yellow
2605,h-yellow
2606,h-yellow
2607,d-red
2608,d-red
2609,h-red
2610,h-yellow
2611,d-red
2612,d-yellow
2613,d-yellow
2614,d-red
2615,h-red
2616,v-red
2617,h-yellow
2618,tie
2619,v-red
2620,h-red
2621,h-yellow
2622,d-red
2623,tie
2624,d-yellow
2625,h-yellow
2626,h-yellow
2627,h-red
2628,d-yellow
2629,h-red
2630,h-red
2631,d-yellow
2632,d-yellow
2633,h-yellow
2634,d-yellow
2635,h-yellow
2636,d-red
2637,h-yellow
2638,d-yellow
2639,d-red
2640,h-yellow
2641,v-red
2642,d-yellow
2643,d-yellow
2644,h-red
2645,d-yellow
2646,d-red
2647,d-red
2648,h-red
2649,d-red
2650,v-red
2651,d-red
2652,h-red
2653,h-yellow
2654,d-red
2655,d-yellow
2656,h-yellow
2657,d-red
2658,d-red
2659,h-red
2660,h-yellow
2661,h-red
2662,h-yellow
2663,d-yellow
2664,h-yellow
2665,tie
2666,h-red
2667,d-yellow
2668,d-yellow
2669,h-yellow
2670,h-yellow
2671,v-yellow
2672,tie
2673,d-yellow
2674,tie
2675,d-red
2676,h-red
2677,v-yellow
2678,h-yellow
2679,h-yellow
2680,h-red
2681,d-yellow
2682,h-yellow
2683,d-yellow
2684,h-red
2685,h-yellow
2686,h-yellow
2687,h-yellow
2688,d-yellow
2689,d-yellow
2690,h-yellow
2691,tie
2692,h-red
2693,d-red
2694,h-yellow
2695,h-red
2696,d-red
2697,h-red
2698,v-yellow
2699,v-red
2700,h-yellow
2701,h-yellow
2702,tie
2703,h-yellow
2704,h-yellow
2705,h-red
2706,d-red
2707,d-red
2708,d-red
2709,h-red
2710,d-red
2711,h-yellow
2712,h-yellow
2713,h-yellow
2714,v-yellow
2715,h-yellow
2716,d-red
2717,d-red
2718,h-yellow
2719,h-red
2720,d-yellow
2721,h-yellow
2722,d-yellow
2723,v-yellow
2724,tie
2725,d-yellow
2726,v-red
2727,h-red
2728,h-red
2729,tie
2730,d-yellow
2731,v-yellow
2732,h-red
2733,h-yellow
2734,h-red
2735,h-yellow
2736,h-red
2737,h-yellow
2738,d-yellow
2739,d-yellow
2740,h-red
2741,h-yellow
2742,h-yellow
2743,tie
2744,d-red
2745,h-yellow
2746,h-red
2747,h-yellow
2748,h-red
2749,d-yellow
2750,h-yellow
2751,d-yellow
2752,h-red
2753,h-yellow
2754,h-yellow
2755,h-red
2756,h-yellow
2757,d-red
2758,d-yellow
2759,d-red
2760,d-red
2761,h-yellow
2762,d-yellow
2763,tie
2764,h-red
2765,d-red
2766,h-red
2767,d-red
2768,h-yellow
2769,d-yellow
2770,v-yellow
2771,d-red
2772,h-yellow
2773,d-yellow
2774,h-yellow
2775,d-yellow
2776,h-yellow
2777,d-yellow
2778,h-yellow
2779,d-yellow
2780,h-yellow
2781,d-yellow
2782,h-yellow
2783,d-yellow
2784,h-yellow
2785,h-yellow
2786,h-yellow
2787,h-yellow
2788,h-yellow
2789,h-yellow
2790,h-red
2791,h-red
2792,h-red
2793,d-red
2794,d-red
2795,d-yellow
2796,d-red
2797,h-red
2798,v-yellow
2799,h-yellow
2800,d-red
2801,h-red
2802,h-red
2803,h-red
2804,h-yellow
2805,d-red
2806,d-red
2807,h-red
2808,d-yellow
2809,h-red
2810,h-red
2811,d-yellow
2812,h-yellow
2813,d-yellow
2814,d-yellow
2815,h-yellow
2816,h-yellow
2817,d-yellow
2818,h-yellow
2819,h-red
2820,h-yellow
2821,h-red
2822,d-yellow
2823,h-red
2824,d-red
2825,h-yellow
2826,d-yellow
2827,h-yellow
2828,h-yellow
2829,d-yellow
2830,d-red
2831,d-red
2832,d-red
2833,h-red
2834,h-yellow
2835,v-red
2836,h-red
2837,d-red
2838,h-yellow
2839,d-red
2840,d-yellow
2841,h-yellow
2842,v-yellow
2843,h-red
2844,h-yellow
2845,h-red
2846,h-red
2847,tie
2848,h-red
2849,h-red
2850,h-yellow
2851,h-yellow
2852,d-yellow
2853,h-red
2854,d-red
2855,d-red
2856,h-yellow
2857,d-red
2858,d-yellow
2859,d-red
2860,h-yellow
2861,h-red
2862,h-red
2863,d-red
2864,h-yellow
2865,d-yellow
2866,h-red
2867,h-yellow
2868,h-yellow
2869,d-red
2870,h-yellow
2871,v-red
2872,d-red
2873,d-yellow
2874,h-red
2875,h-yellow
2876,d-red
2877,d-red
2878,h-red
2879,d-red
2880,h-red
2881,d-yellow
2882,d-yellow
2883,h-yellow
2884,h-red
2885,h-yellow
2886,d-red
2887,h-red
2888,d-red
2889,v-yellow
2890,d-red
2891,d-yellow
2892,d-yellow
2893,d-yellow
2894,h-red
2895,d-red
2896,d-yellow
2897,d-yellow
2898,h-yellow
2899,d-red
2900,d-yellow
2901,h-red
2902,h-yellow
2903,d-red
2904,d-red
2905,d-yellow
2906,h-yellow
2907,tie
2908,h-yellow
2909,d-red
2910,h-yellow
2911,v-yellow
2912,h-yellow
2913,h-red
2914,d-yellow
2915,d-yellow
2916,h-red
2917,h-yellow
2918,h-red
2919,h-red
2920,h-red
2921,h-yellow
2922,h-yellow
2923,h-red
2924,h-yellow
2925,tie
2926,d-yellow
2927,h-yellow
2928,d-yellow
2929,h-yellow
2930,d-yellow
2931,h-yellow
2932,d-yellow
2933,d-red
2934,d-yellow
2935,d-yellow
2936,h-yellow
2937,d-red
2938,h-red
2939,h-red
2940,tie
2941,d-yellow
2942,d-yellow
2943,d-red
2944,d-yellow
2945,h-red
2946,d-red
2947,d-red
2948,h-red
2949,h-yellow
2950,h-yellow
2951,h-red
2952,d-red
2953,d-yellow
2954,d-red
2955,v-yellow
2956,d-yellow
2957,h-yellow
2958,d-red
2959,d-yellow
2960,h-red
2961,d-red
2962,d-red
2963,h-yellow
2964,v-yellow
2965,h-red
2966,h-red
2967,d-yellow
2968,v-red
2969,d-yellow
2970,h-yellow
2971,d-yellow
2972,d-red
2973,h-yellow
2974,d-red
2975,h-red
2976,h-red
2977,h-yellow
2978,d-red
2979,v-red
2980,h-yellow
2981,d-yellow
2982,d-yellow
2983,h-yellow
2984,h-yellow
2985,h-red
2986,h-red
2987,h-yellow
2988,h-red
2989,tie
2990,d-yellow
2991,d-yellow
2992,h-yellow
2993,h-red
2994,d-yellow
2995,h-yellow
2996,v-yellow
2997,v-red
2998,d-red
2999,h-red
